EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,EducationField,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,Age_Group,Salary_Category,Attrition_Flag
1164,35,Male,"Human Resources","Human Resources",Travel_Rarely,"Technical Degree",4323,5,1,4,3,3,1,No,30-40,"Low Salary",0
1165,29,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",7336,11,3,10,1,4,1,Yes,"Under 30","Medium Salary",1
1166,40,Female,"Research & Development","Research Director",Travel_Frequently,Medical,13499,18,2,13,3,2,2,No,30-40,"High Salary",0
1167,42,Male,Sales,"Sales Executive",Travel_Frequently,"Life Sciences",13758,21,13,14,1,3,2,Yes,40+,"High Salary",1
1171,42,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,5155,6,1,5,1,2,4,No,40+,"Medium Salary",0
1172,35,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2258,8,1,7,3,4,3,No,30-40,"Low Salary",0
1173,24,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,3597,4,1,2,2,4,3,No,"Under 30","Low Salary",0
1175,28,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2515,1,0,0,4,3,2,Yes,"Under 30","Low Salary",1
1177,26,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,4420,8,0,7,4,1,3,No,"Under 30","Low Salary",0
1179,30,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,6578,10,1,4,3,3,3,No,30-40,"Medium Salary",0
1180,40,Female,"Research & Development","Research Scientist",Travel_Frequently,Medical,4422,1,0,0,4,3,1,No,30-40,"Low Salary",0
1182,35,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",10274,7,6,4,2,3,4,No,30-40,"High Salary",0
1184,34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,Medical,5343,13,4,9,1,4,3,No,30-40,"Medium Salary",0
1185,35,Male,"Research & Development","Laboratory Technician",Travel_Frequently,Other,2376,2,2,2,4,4,4,No,30-40,"Low Salary",0
1188,43,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,5346,4,1,3,3,1,2,Yes,40+,"Medium Salary",1
1190,32,Female,Sales,"Sales Representative",Non-Travel,"Life Sciences",2827,1,0,0,1,3,3,No,30-40,"Low Salary",0
1191,56,Female,"Research & Development",Manager,Travel_Rarely,"Technical Degree",19943,5,4,2,1,4,3,No,40+,"High Salary",0
1192,29,Female,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,3131,10,0,8,4,2,3,No,"Under 30","Low Salary",0
1193,19,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2552,1,0,0,1,3,3,No,"Under 30","Low Salary",0
1195,45,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,4477,3,0,2,3,1,2,No,40+,"Low Salary",0
1196,37,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",6474,14,3,11,4,4,2,No,30-40,"Medium Salary",0
1198,20,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",3033,2,1,2,3,1,2,No,"Under 30","Low Salary",0
1200,44,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2936,6,0,2,3,3,3,Yes,40+,"Low Salary",1
1201,53,Female,"Research & Development",Manager,Travel_Rarely,Medical,18606,7,4,7,3,4,3,No,40+,"High Salary",0
1202,29,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2168,5,1,3,4,2,2,No,"Under 30","Low Salary",0
1203,22,Male,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",2853,0,0,0,4,3,3,Yes,"Under 30","Low Salary",1
1204,46,Female,Sales,Manager,Travel_Rarely,Marketing,17048,26,15,9,1,3,3,No,40+,"High Salary",0
1206,44,Male,"Research & Development","Research Scientist",Non-Travel,"Life Sciences",2290,0,0,0,3,4,3,No,40+,"Low Salary",0
1207,33,Male,"Human Resources","Human Resources",Travel_Rarely,"Human Resources",3600,5,1,4,3,2,3,No,30-40,"Low Salary",0
1210,41,Male,"Research & Development","Research Scientist",Non-Travel,"Life Sciences",2107,1,0,0,1,1,1,Yes,40+,"Low Salary",1
1211,30,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",4115,4,0,3,1,3,3,No,30-40,"Low Salary",0
1212,40,Male,Sales,"Sales Executive",Travel_Frequently,Medical,4327,0,0,0,2,2,3,No,30-40,"Low Salary",0
1215,50,Female,"Research & Development",Manager,Travel_Frequently,Medical,17856,2,2,2,1,4,3,No,40+,"High Salary",0
1216,28,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,3196,6,3,3,1,4,3,No,"Under 30","Low Salary",0
1217,46,Male,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",19081,4,0,3,2,4,3,No,40+,"High Salary",0
1218,35,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",8966,7,1,7,1,3,3,No,30-40,"Medium Salary",0
1219,24,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2210,1,0,0,2,4,1,Yes,"Under 30","Low Salary",1
1220,33,Female,Sales,"Sales Executive",Travel_Frequently,Medical,4539,10,0,1,3,2,2,No,30-40,"Low Salary",0
1221,36,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2741,7,1,7,3,3,3,No,30-40,"Low Salary",0
1224,30,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",3491,10,8,9,3,3,2,No,30-40,"Low Salary",0
1225,44,Male,"Research & Development","Research Scientist",Travel_Rarely,Other,4541,20,13,17,4,4,3,No,40+,"Low Salary",0
1226,20,Male,Sales,"Sales Representative",Travel_Rarely,Marketing,2678,2,2,2,4,3,3,No,"Under 30","Low Salary",0
1228,46,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Technical Degree",7379,6,1,4,4,4,2,No,40+,"Medium Salary",0
1231,42,Male,"Human Resources","Human Resources",Non-Travel,Medical,6272,4,0,3,1,4,4,No,40+,"Medium Salary",0
1233,60,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,5220,11,1,9,4,2,3,No,40+,"Medium Salary",0
1234,32,Female,"Research & Development","Laboratory Technician",Travel_Frequently,Other,2743,2,2,2,2,3,3,No,30-40,"Low Salary",0
1235,32,Female,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",4998,8,0,7,3,4,3,No,30-40,"Low Salary",0
1237,36,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Technical Degree",10252,7,7,7,1,3,3,No,30-40,"High Salary",0
1238,33,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,2781,14,4,10,4,1,3,No,30-40,"Low Salary",0
1239,40,Female,Sales,"Sales Executive",Travel_Rarely,"Technical Degree",6852,5,1,3,2,2,4,No,30-40,"Medium Salary",0
1240,25,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",4950,4,1,1,4,3,3,No,"Under 30","Low Salary",0
1241,30,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,3579,11,5,7,2,4,3,No,30-40,"Low Salary",0
1242,42,Female,"Research & Development","Research Director",Travel_Frequently,Medical,13191,1,0,0,1,1,3,No,40+,"High Salary",0
1243,35,Female,Sales,"Sales Executive",Non-Travel,Marketing,10377,13,4,12,4,3,2,No,30-40,"High Salary",0
1244,27,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2235,9,6,8,1,1,2,No,"Under 30","Low Salary",0
1245,54,Female,"Research & Development","Manufacturing Director",Travel_Frequently,"Life Sciences",10502,5,1,4,3,4,1,No,40+,"High Salary",0
1246,44,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2011,10,7,7,4,1,3,No,40+,"Low Salary",0
1248,19,Female,"Research & Development","Research Scientist",Non-Travel,Medical,1859,1,0,0,2,1,4,Yes,"Under 30","Low Salary",1
1249,29,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",3760,3,1,2,4,1,3,No,"Under 30","Low Salary",0
1250,54,Male,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",17779,10,0,9,4,4,3,No,40+,"High Salary",0
1251,31,Male,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,6833,6,0,1,1,3,2,No,30-40,"Medium Salary",0
1252,31,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,6812,10,1,8,1,3,3,No,30-40,"Medium Salary",0
1254,59,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",5171,6,0,5,4,3,3,No,40+,"Medium Salary",0
1255,43,Male,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",19740,8,0,7,4,3,3,No,40+,"High Salary",0
1256,49,Male,"Research & Development",Manager,Travel_Rarely,Medical,18711,1,0,0,3,1,4,No,40+,"High Salary",0
1257,36,Male,"Research & Development","Research Scientist",Travel_Frequently,"Technical Degree",3692,11,0,7,2,3,2,No,30-40,"Low Salary",0
1258,48,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",2559,1,0,0,2,4,2,No,40+,"Low Salary",0
1259,27,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2517,5,0,3,3,1,3,No,"Under 30","Low Salary",0
1260,29,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",6623,6,1,0,4,3,3,No,"Under 30","Medium Salary",0
1263,48,Male,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",18265,1,0,0,4,4,4,No,40+,"High Salary",0
1264,29,Female,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",16124,7,1,7,4,4,2,No,"Under 30","High Salary",0
1265,34,Female,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",2585,1,0,0,3,3,2,No,30-40,"Low Salary",0
1267,44,Male,Sales,Manager,Travel_Rarely,Marketing,18213,22,3,10,2,2,3,No,40+,"High Salary",0
1268,33,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,8380,9,0,8,3,4,3,No,30-40,"Medium Salary",0
1269,19,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2994,1,0,1,4,2,3,No,"Under 30","Low Salary",0
1270,23,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",1223,1,0,1,3,4,3,No,"Under 30","Low Salary",0
1273,25,Male,Sales,"Sales Representative",Travel_Frequently,"Life Sciences",1118,1,1,0,4,3,3,Yes,"Under 30","Low Salary",1
1275,26,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2875,8,2,2,4,3,2,No,"Under 30","Low Salary",0
1277,45,Female,Sales,Manager,Travel_Rarely,Marketing,18824,24,1,11,2,1,3,Yes,40+,"High Salary",1
1278,55,Male,"Research & Development","Healthcare Representative",Non-Travel,Medical,13577,33,15,0,2,4,3,No,40+,"High Salary",0
1279,21,Female,"Research & Development","Laboratory Technician",Travel_Frequently,"Life Sciences",2625,2,2,2,3,1,1,Yes,"Under 30","Low Salary",1
1280,46,Female,Sales,Manager,Travel_Rarely,Marketing,18789,11,0,8,2,4,3,No,40+,"High Salary",0
1281,34,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,4538,3,0,2,1,3,3,No,30-40,"Low Salary",0
1282,51,Male,Sales,Manager,Travel_Frequently,"Life Sciences",19847,29,11,10,2,4,2,No,40+,"High Salary",0
1283,59,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,10512,9,5,4,4,4,2,No,40+,"High Salary",0
1285,34,Female,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,4444,11,5,10,2,3,4,No,30-40,"Low Salary",0
1286,28,Male,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,2154,4,0,2,3,4,2,No,"Under 30","Low Salary",0
1288,44,Male,"Research & Development",Manager,Travel_Rarely,"Life Sciences",19190,25,14,13,1,3,2,No,40+,"High Salary",0
1289,34,Male,"Human Resources","Human Resources",Travel_Frequently,"Life Sciences",4490,10,1,8,2,3,4,No,30-40,"Low Salary",0
1291,35,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",3506,3,2,2,3,3,3,No,30-40,"Low Salary",0
1292,42,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,2372,1,0,0,2,2,3,No,40+,"Low Salary",0
1293,43,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,10231,21,15,17,4,4,4,No,40+,"High Salary",0
1294,36,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",5410,16,5,12,2,3,3,No,30-40,"Medium Salary",0
1295,44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,7978,10,0,5,4,1,3,Yes,40+,"Medium Salary",1
1296,28,Male,"Research & Development","Laboratory Technician",Travel_Frequently,"Life Sciences",3867,2,2,2,4,4,3,No,"Under 30","Low Salary",0
1297,51,Female,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,2838,7,7,7,3,2,2,No,40+,"Low Salary",0
1298,30,Female,"Research & Development","Manufacturing Director",Non-Travel,Medical,4695,8,1,7,3,3,3,No,30-40,"Low Salary",0
1299,29,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",3339,7,7,7,3,2,3,Yes,"Under 30","Low Salary",1
1301,28,Male,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",2080,3,1,2,1,4,2,No,"Under 30","Low Salary",0
1303,25,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,2096,2,2,1,2,4,2,No,"Under 30","Low Salary",0
1304,32,Male,Sales,"Sales Executive",Travel_Rarely,Medical,6209,10,0,8,4,3,4,No,30-40,"Medium Salary",0
1306,45,Female,"Research & Development",Manager,Travel_Frequently,Medical,18061,0,0,0,2,2,3,No,40+,"High Salary",0
1307,39,Female,"Research & Development",Manager,Travel_Rarely,Medical,17123,19,15,2,2,3,3,No,30-40,"High Salary",0
1308,58,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2372,2,2,2,3,1,3,No,40+,"Low Salary",0
1309,32,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",4883,10,1,1,3,4,3,Yes,30-40,"Low Salary",1
1310,39,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,3904,5,0,3,1,3,3,Yes,30-40,"Low Salary",1
1311,30,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",4627,9,6,7,4,1,3,No,30-40,"Low Salary",0
1312,36,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Technical Degree",7094,7,1,7,3,4,3,No,30-40,"Medium Salary",0
1314,46,Female,"Human Resources","Human Resources",Travel_Rarely,"Life Sciences",3423,7,5,7,1,4,4,No,40+,"Low Salary",0
1315,28,Female,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",6674,9,7,5,4,3,3,No,"Under 30","Medium Salary",0
1317,50,Female,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",16880,3,1,2,1,4,3,No,40+,"High Salary",0
1318,40,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,9094,5,1,0,2,4,3,Yes,30-40,"Medium Salary",1
1319,52,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",8446,8,7,7,2,2,2,Yes,40+,"Medium Salary",1
1321,30,Female,"Research & Development",Manager,Travel_Rarely,Medical,11916,9,0,8,1,2,3,No,30-40,"High Salary",0
1322,39,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",4534,8,1,7,3,1,3,No,30-40,"Low Salary",0
1324,31,Female,Sales,"Sales Executive",Non-Travel,"Life Sciences",9852,10,9,6,3,4,2,No,30-40,"Medium Salary",0
1329,41,Male,Sales,"Sales Executive",Non-Travel,Medical,6151,19,11,9,2,3,3,No,40+,"Medium Salary",0
1331,31,Female,Sales,"Sales Representative",Travel_Frequently,"Life Sciences",2302,3,2,2,2,4,4,Yes,30-40,"Low Salary",1
1333,44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2362,3,1,2,1,1,4,Yes,40+,"Low Salary",1
1334,42,Male,"Research & Development",Manager,Non-Travel,"Life Sciences",17861,20,2,10,3,3,2,No,40+,"High Salary",0
1336,55,Female,"Research & Development",Manager,Travel_Rarely,Medical,19187,19,9,11,3,4,3,No,40+,"High Salary",0
1338,56,Male,"Human Resources",Manager,Travel_Rarely,"Life Sciences",19717,7,7,7,2,4,3,No,40+,"High Salary",0
1340,40,Male,"Research & Development","Research Scientist",Non-Travel,"Life Sciences",3544,4,0,0,3,3,3,No,30-40,"Low Salary",0
1344,34,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",8500,9,1,6,4,4,2,No,30-40,"Medium Salary",0
1346,40,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",4661,9,8,8,4,3,3,No,30-40,"Low Salary",0
1349,41,Female,Sales,"Sales Executive",Travel_Frequently,Marketing,4103,9,1,7,1,3,3,No,40+,"Low Salary",0
1350,35,Male,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",4249,9,1,1,3,3,3,No,30-40,"Low Salary",0
1352,51,Male,"Human Resources",Manager,Travel_Rarely,"Life Sciences",14026,33,0,10,2,3,3,No,40+,"High Salary",0
1355,38,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",6893,7,1,7,1,2,3,No,30-40,"Medium Salary",0
1356,34,Female,Sales,"Sales Executive",Travel_Rarely,Medical,6125,10,9,6,1,3,4,No,30-40,"Medium Salary",0
1358,25,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,3669,3,1,2,4,4,2,No,"Under 30","Low Salary",0
1360,58,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,10008,10,5,9,1,3,2,Yes,40+,"High Salary",1
1361,40,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2387,4,0,3,2,2,3,No,30-40,"Low Salary",0
1362,36,Female,Sales,"Sales Executive",Travel_Frequently,Marketing,4639,15,6,13,1,1,2,No,30-40,"Low Salary",0
1363,48,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",7898,10,0,8,4,4,3,No,40+,"Medium Salary",0
1364,27,Female,Sales,"Sales Representative",Travel_Rarely,Medical,2534,1,0,0,4,3,3,No,"Under 30","Low Salary",0
1367,51,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Technical Degree",13142,5,0,3,2,4,2,No,40+,"High Salary",0
1368,18,Female,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",1611,0,0,0,4,4,4,No,"Under 30","Low Salary",0
1369,35,Female,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,5363,9,0,0,4,4,3,No,30-40,"Medium Salary",0
1371,27,Male,Sales,"Sales Executive",Travel_Frequently,"Life Sciences",5071,6,0,0,4,4,3,No,"Under 30","Medium Salary",0
1372,55,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,13695,19,3,8,3,1,2,Yes,40+,"High Salary",1
1373,56,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",13402,19,15,9,2,4,3,No,40+,"High Salary",0
1374,34,Female,"Research & Development","Research Scientist",Non-Travel,"Technical Degree",2029,5,0,0,3,1,3,No,30-40,"Low Salary",0
1375,40,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,6377,12,11,8,3,2,3,No,30-40,"Medium Salary",0
1377,34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,5429,8,7,7,3,2,3,No,30-40,"Medium Salary",0
1379,31,Female,Sales,"Sales Representative",Travel_Frequently,"Life Sciences",2785,1,0,0,4,3,4,Yes,30-40,"Low Salary",1
1380,35,Female,Sales,"Sales Executive",Travel_Frequently,Marketing,4614,4,3,2,3,4,2,Yes,30-40,"Low Salary",1
1382,38,Male,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",2610,4,0,3,3,4,3,No,30-40,"Low Salary",0
1383,34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Technical Degree",6687,14,4,11,4,3,4,No,30-40,"Medium Salary",0
1387,28,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",4724,5,0,4,1,3,3,No,"Under 30","Low Salary",0
1389,31,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,6179,10,6,7,3,4,2,Yes,30-40,"Medium Salary",1
1390,39,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",6120,5,1,4,4,1,4,No,30-40,"Medium Salary",0
1391,51,Male,Sales,"Sales Executive",Travel_Frequently,Marketing,10596,4,3,2,2,2,3,No,40+,"High Salary",0
1392,41,Female,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",5467,6,3,3,4,4,2,No,40+,"Medium Salary",0
1394,37,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2996,6,1,3,3,3,3,No,30-40,"Low Salary",0
1395,33,Male,Sales,"Sales Executive",Travel_Frequently,"Life Sciences",9998,5,1,2,4,2,4,No,30-40,"Medium Salary",0
1396,32,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,4078,3,1,2,2,3,2,No,30-40,"Low Salary",0
1397,39,Male,"Research & Development","Healthcare Representative",Non-Travel,"Life Sciences",10920,6,0,5,3,3,3,No,30-40,"High Salary",0
1399,25,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",6232,3,1,2,3,1,2,No,"Under 30","Medium Salary",0
1401,52,Female,"Research & Development","Manufacturing Director",Travel_Frequently,Medical,13247,5,0,2,3,4,2,No,40+,"High Salary",0
1402,43,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,4081,20,1,8,3,1,1,No,40+,"Low Salary",0
1403,27,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,5769,6,4,4,4,4,3,No,"Under 30","Medium Salary",0
1405,27,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2394,8,7,7,3,4,3,Yes,"Under 30","Low Salary",1
1407,26,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,3904,4,1,1,4,1,3,No,"Under 30","Low Salary",0
1408,42,Female,"Human Resources",Manager,Travel_Rarely,"Human Resources",16799,20,0,9,1,3,3,No,40+,"High Salary",0
